task_id,ranking,rank,candidate_id,candidate_index,weight_labels,weights,value,war_rel_error,realad_rel_error,paired_complete
cahn_hilliard_o6,realad,4,point_029,29,"[""1e+1"", ""1e-2""]","[10.0,0.01]",0.10495125890122514,0.06105423212696336,0.10495125890122514,True
cahn_hilliard_o6,realad,5,point_030,30,"[""1e+1"", ""1e-1""]","[10.0,0.1]",0.10516277432017268,0.060995397651730926,0.10516277432017268,True
cahn_hilliard_o6,realad,6,point_015,15,"[""1e-1"", ""1e-2""]","[0.1,0.01]",0.10737132194100348,0.09009346788679116,0.10737132194100348,True
cahn_hilliard_o6,realad,7,point_014,14,"[""1e-1"", ""1e-3""]","[0.1,0.001]",0.10992385501451096,0.08909092646054745,0.10992385501451096,True
cahn_hilliard_o6,realad,8,point_032,32,"[""1e+1"", ""1e+1""]","[10.0,10.0]",0.1131861694944507,0.029409737235105746,0.1131861694944507,True
cahn_hilliard_o6,realad,9,point_008,8,"[""1e-2"", ""1e-2""]","[0.01,0.01]",0.11344766776600537,0.0872838796114112,0.11344766776600537,True
cahn_hilliard_o6,realad,10,point_001,1,"[""1e-3"", ""1e-2""]","[0.001,0.01]",0.11418347801526493,0.09805285992638169,0.11418347801526493,True
cahn_hilliard_o6,geomean,1,point_032,32,"[""1e+1"", ""1e+1""]","[10.0,10.0]",0.05769554145235087,0.029409737235105746,0.1131861694944507,True
cahn_hilliard_o6,geomean,2,point_033,33,"[""1e+1"", ""1e+2""]","[10.0,100.0]",0.06753571551182476,0.03559842873812981,0.128125679457552,True
cahn_hilliard_o6,geomean,3,point_025,25,"[""1e+0"", ""1e+1""]","[1.0,10.0]",0.07385031523132028,0.05572851159098465,0.09786496900892762,True
cahn_hilliard_o6,geomean,4,point_029,29,"[""1e+1"", ""1e-2""]","[10.0,0.01]",0.0800482262325183,0.06105423212696336,0.10495125890122514,True
cahn_hilliard_o6,geomean,5,point_030,30,"[""1e+1"", ""1e-1""]","[10.0,0.1]",0.08009023185019612,0.060995397651730926,0.10516277432017268,True
cahn_hilliard_o6,geomean,6,point_028,28,"[""1e+1"", ""1e-3""]","[10.0,0.001]",0.0822040639399453,0.06441006773876246,0.10491384911517329,True
cahn_hilliard_o6,geomean,7,point_040,40,"[""1e+2"", ""1e+2""]","[100.0,100.0]",0.08394307368563796,0.036636115504658416,0.19233588285025643,True
cahn_hilliard_o6,geomean,8,point_031,31,"[""1e+1"", ""1e+0""]","[10.0,1.0]",0.0860603729217157,0.05917739394484572,0.12515569364760554,True
cahn_hilliard_o6,geomean,9,point_021,21,"[""1e+0"", ""1e-3""]","[1.0,0.001]",0.0879300038881186,0.077844922045375,0.09932164334698454,True
cahn_hilliard_o6,geomean,10,point_038,38,"[""1e+2"", ""1e+0""]","[100.0,1.0]",0.09267041374418875,0.04969950193629099,0.17279460052794293,True
cahn_hilliard_o6,minimax,1,point_025,25,"[""1e+0"", ""1e+1""]","[1.0,10.0]",0.09786496900892762,0.05572851159098465,0.09786496900892762,True
cahn_hilliard_o6,minimax,2,point_021,21,"[""1e+0"", ""1e-3""]","[1.0,0.001]",0.09932164334698454,0.077844922045375,0.09932164334698454,True
cahn_hilliard_o6,minimax,3,point_028,28,"[""1e+1"", ""1e-3""]","[10.0,0.001]",0.10491384911517329,0.06441006773876246,0.10491384911517329,True
cahn_hilliard_o6,minimax,4,point_029,29,"[""1e+1"", ""1e-2""]","[10.0,0.01]",0.10495125890122514,0.06105423212696336,0.10495125890122514,True
cahn_hilliard_o6,minimax,5,point_030,30,"[""1e+1"", ""1e-1""]","[10.0,0.1]",0.10516277432017268,0.060995397651730926,0.10516277432017268,True
cahn_hilliard_o6,minimax,6,point_015,15,"[""1e-1"", ""1e-2""]","[0.1,0.01]",0.10737132194100348,0.09009346788679116,0.10737132194100348,True
cahn_hilliard_o6,minimax,7,point_014,14,"[""1e-1"", ""1e-3""]","[0.1,0.001]",0.10992385501451096,0.08909092646054745,0.10992385501451096,True
cahn_hilliard_o6,minimax,8,point_032,32,"[""1e+1"", ""1e+1""]","[10.0,10.0]",0.1131861694944507,0.029409737235105746,0.1131861694944507,True
cahn_hilliard_o6,minimax,9,point_008,8,"[""1e-2"", ""1e-2""]","[0.01,0.01]",0.11344766776600537,0.0872838796114112,0.11344766776600537,True
cahn_hilliard_o6,minimax,10,point_001,1,"[""1e-3"", ""1e-2""]","[0.001,0.01]",0.11418347801526493,0.09805285992638169,0.11418347801526493,True
poly_d2_o2,war,1,point_003,3,"[""1e+0""]",[1.0],0.00045797371451688503,0.00045797371451688503,0.0053944316866919905,True
poly_d2_o2,war,2,point_004,4,"[""1e+1""]",[10.0],0.0009093189630813055,0.0009093189630813055,0.10611828993926276,True
poly_d2_o2,war,3,point_002,2,"[""1e-1""]",[0.1],0.0010139278245799702,0.0010139278245799702,0.003740178422118903,True
poly_d2_o2,war,4,point_005,5,"[""1e+2""]",[100.0],0.0051158646515672025,0.0051158646515672025,0.8610148987063697,True
poly_d2_o2,war,5,point_001,1,"[""1e-2""]",[0.01],0.0058205735470533825,0.0058205735470533825,0.014110684367421205,True
poly_d2_o2,war,6,point_000,0,"[""1e-3""]",[0.001],0.03342397385334869,0.03342397385334869,0.0905878834029448,True
poly_d2_o2,war,7,point_006,6,"[""1e+3""]",[1000.0],0.0907158633087419,0.0907158633087419,0.9996853993614445,True
poly_d2_o2,realad,1,point_002,2,"[""1e-1""]",[0.1],0.003740178422118903,0.0010139278245799702,0.003740178422118903,True
poly_d2_o2,realad,2,point_003,3,"[""1e+0""]",[1.0],0.0053944316866919905,0.00045797371451688503,0.0053944316866919905,True
poly_d2_o2,realad,3,point_001,1,"[""1e-2""]",[0.01],0.014110684367421205,0.0058205735470533825,0.014110684367421205,True
poly_d2_o2,realad,4,point_000,0,"[""1e-3""]",[0.001],0.0905878834029448,0.03342397385334869,0.0905878834029448,True
poly_d2_o2,realad,5,point_004,4,"[""1e+1""]",[10.0],0.10611828993926276,0.0009093189630813055,0.10611828993926276,True
poly_d2_o2,realad,6,point_005,5,"[""1e+2""]",[100.0],0.8610148987063697,0.0051158646515672025,0.8610148987063697,True
poly_d2_o2,realad,7,point_006,6,"[""1e+3""]",[1000.0],0.9996853993614445,0.0907158633087419,0.9996853993614445,True
poly_d2_o2,geomean,1,point_003,3,"[""1e+0""]",[1.0],0.001571784946251209,0.00045797371451688503,0.0053944316866919905,True
poly_d2_o2,geomean,2,point_002,2,"[""1e-1""]",[0.1],0.0019473754057910777,0.0010139278245799702,0.003740178422118903,True
poly_d2_o2,geomean,3,point_001,1,"[""1e-2""]",[0.01],0.009062685924152483,0.0058205735470533825,0.014110684367421205,True
poly_d2_o2,geomean,4,point_004,4,"[""1e+1""]",[10.0],0.009823205860182904,0.0009093189630813055,0.10611828993926276,True
poly_d2_o2,geomean,5,point_000,0,"[""1e-3""]",[0.001],0.055025512685391915,0.03342397385334869,0.0905878834029448,True
poly_d2_o2,geomean,6,point_005,5,"[""1e+2""]",[100.0],0.06636893614308302,0.0051158646515672025,0.8610148987063697,True
poly_d2_o2,geomean,7,point_006,6,"[""1e+3""]",[1000.0],0.3011433612753531,0.0907158633087419,0.9996853993614445,True
poly_d2_o2,minimax,1,point_002,2,"[""1e-1""]",[0.1],0.003740178422118903,0.0010139278245799702,0.003740178422118903,True
poly_d2_o2,minimax,2,point_003,3,"[""1e+0""]",[1.0],0.0053944316866919905,0.00045797371451688503,0.0053944316866919905,True
poly_d2_o2,minimax,3,point_001,1,"[""1e-2""]",[0.01],0.014110684367421205,0.0058205735470533825,0.014110684367421205,True
poly_d2_o2,minimax,4,point_000,0,"[""1e-3""]",[0.001],0.0905878834029448,0.03342397385334869,0.0905878834029448,True
poly_d2_o2,minimax,5,point_004,4,"[""1e+1""]",[10.0],0.10611828993926276,0.0009093189630813055,0.10611828993926276,True
poly_d2_o2,minimax,6,point_005,5,"[""1e+2""]",[100.0],0.8610148987063697,0.0051158646515672025,0.8610148987063697,True
poly_d2_o2,minimax,7,point_006,6,"[""1e+3""]",[1000.0],0.9996853993614445,0.0907158633087419,0.9996853993614445,True
poly_d2_o4,war,1,point_024,24,"[""1e+0"", ""1e+0""]","[1.0,1.0]",0.004571065138301653,0.004571065138301653,0.31429948819957165,True
poly_d2_o4,war,2,point_017,17,"[""1e-1"", ""1e+0""]","[0.1,1.0]",0.005591773212874354,0.005591773212874354,0.0944726283601376,True
poly_d2_o4,war,3,point_016,16,"[""1e-1"", ""1e-1""]","[0.1,0.1]",0.006797810586372248,0.006797810586372248,0.1698885519852643,True
poly_d2_o4,war,4,point_018,18,"[""1e-1"", ""1e+1""]","[0.1,10.0]",0.011341342655126098,0.011341342655126098,0.15219599301332815,True
poly_d2_o4,war,5,point_023,23,"[""1e+0"", ""1e-1""]","[1.0,0.1]",0.012057137319387816,0.012057137319387816,0.17166844891658126,True
poly_d2_o4,war,6,point_025,25,"[""1e+0"", ""1e+1""]","[1.0,10.0]",0.01246035080048455,0.01246035080048455,0.371087739549116,True
poly_d2_o4,war,7,point_026,26,"[""1e+0"", ""1e+2""]","[1.0,100.0]",0.013056876530442442,0.013056876530442442,0.6068760230155582,True
poly_d2_o4,war,8,point_009,9,"[""1e-2"", ""1e-1""]","[0.01,0.1]",0.022561400913340225,0.022561400913340225,0.11037509514898312,True
poly_d2_o4,war,9,point_010,10,"[""1e-2"", ""1e+0""]","[0.01,1.0]",0.02410596221303928,0.02410596221303928,0.08739430300739265,True
poly_d2_o4,war,10,point_015,15,"[""1e-1"", ""1e-2""]","[0.1,0.01]",0.02760054365840375,0.02760054365840375,0.2709336675041285,True
poly_d2_o4,realad,1,point_010,10,"[""1e-2"", ""1e+0""]","[0.01,1.0]",0.08739430300739265,0.02410596221303928,0.08739430300739265,True
poly_d2_o4,realad,2,point_017,17,"[""1e-1"", ""1e+0""]","[0.1,1.0]",0.0944726283601376,0.005591773212874354,0.0944726283601376,True
poly_d2_o4,realad,3,point_009,9,"[""1e-2"", ""1e-1""]","[0.01,0.1]",0.11037509514898312,0.022561400913340225,0.11037509514898312,True
poly_d2_o4,realad,4,point_018,18,"[""1e-1"", ""1e+1""]","[0.1,10.0]",0.15219599301332815,0.011341342655126098,0.15219599301332815,True
poly_d2_o4,realad,5,point_016,16,"[""1e-1"", ""1e-1""]","[0.1,0.1]",0.1698885519852643,0.006797810586372248,0.1698885519852643,True
poly_d2_o4,realad,6,point_023,23,"[""1e+0"", ""1e-1""]","[1.0,0.1]",0.17166844891658126,0.012057137319387816,0.17166844891658126,True
poly_d2_o4,realad,7,point_022,22,"[""1e+0"", ""1e-2""]","[1.0,0.01]",0.222365940848683,0.04236777701578412,0.222365940848683,True
poly_d2_o4,realad,8,point_008,8,"[""1e-2"", ""1e-2""]","[0.01,0.01]",0.2365539882404105,0.04868116821913461,0.2365539882404105,True
poly_d2_o4,realad,9,point_015,15,"[""1e-1"", ""1e-2""]","[0.1,0.01]",0.2709336675041285,0.02760054365840375,0.2709336675041285,True
poly_d2_o4,realad,10,point_014,14,"[""1e-1"", ""1e-3""]","[0.1,0.001]",0.27984513847737114,0.04533343959737343,0.27984513847737114,True
poly_d2_o4,geomean,1,point_017,17,"[""1e-1"", ""1e+0""]","[0.1,1.0]",0.02298411435348448,0.005591773212874354,0.0944726283601376,True
poly_d2_o4,geomean,2,point_016,16,"[""1e-1"", ""1e-1""]","[0.1,0.1]",0.03398338119123642,0.006797810586372248,0.1698885519852643,True
poly_d2_o4,geomean,3,point_024,24,"[""1e+0"", ""1e+0""]","[1.0,1.0]",0.03790360713039214,0.004571065138301653,0.31429948819957165,True
poly_d2_o4,geomean,4,point_018,18,"[""1e-1"", ""1e+1""]","[0.1,10.0]",0.0415464427779483,0.011341342655126098,0.15219599301332815,True
poly_d2_o4,geomean,5,point_023,23,"[""1e+0"", ""1e-1""]","[1.0,0.1]",0.045495385062592146,0.012057137319387816,0.17166844891658126,True
poly_d2_o4,geomean,6,point_010,10,"[""1e-2"", ""1e+0""]","[0.01,1.0]",0.04589906062144532,0.02410596221303928,0.08739430300739265,True
poly_d2_o4,geomean,7,point_009,9,"[""1e-2"", ""1e-1""]","[0.01,0.1]",0.049902071825769743,0.022561400913340225,0.11037509514898312,True
poly_d2_o4,geomean,8,point_025,25,"[""1e+0"", ""1e+1""]","[1.0,10.0]",0.06799914273386709,0.01246035080048455,0.371087739549116,True
poly_d2_o4,geomean,9,point_015,15,"[""1e-1"", ""1e-2""]","[0.1,0.01]",0.08647494734591715,0.02760054365840375,0.2709336675041285,True
poly_d2_o4,geomean,10,point_026,26,"[""1e+0"", ""1e+2""]","[1.0,100.0]",0.08901632042384187,0.013056876530442442,0.6068760230155582,True
poly_d2_o4,minimax,1,point_010,10,"[""1e-2"", ""1e+0""]","[0.01,1.0]",0.08739430300739265,0.02410596221303928,0.08739430300739265,True
poly_d2_o4,minimax,2,point_017,17,"[""1e-1"", ""1e+0""]","[0.1,1.0]",0.0944726283601376,0.005591773212874354,0.0944726283601376,True
poly_d2_o4,minimax,3,point_009,9,"[""1e-2"", ""1e-1""]","[0.01,0.1]",0.11037509514898312,0.022561400913340225,0.11037509514898312,True
poly_d2_o4,minimax,4,point_018,18,"[""1e-1"", ""1e+1""]","[0.1,10.0]",0.15219599301332815,0.011341342655126098,0.15219599301332815,True
poly_d2_o4,minimax,5,point_016,16,"[""1e-1"", ""1e-1""]","[0.1,0.1]",0.1698885519852643,0.006797810586372248,0.1698885519852643,True
poly_d2_o4,minimax,6,point_023,23,"[""1e+0"", ""1e-1""]","[1.0,0.1]",0.17166844891658126,0.012057137319387816,0.17166844891658126,True
poly_d2_o4,minimax,7,point_022,22,"[""1e+0"", ""1e-2""]","[1.0,0.01]",0.222365940848683,0.04236777701578412,0.222365940848683,True
poly_d2_o4,minimax,8,point_008,8,"[""1e-2"", ""1e-2""]","[0.01,0.01]",0.2365539882404105,0.04868116821913461,0.2365539882404105,True
poly_d2_o4,minimax,9,point_015,15,"[""1e-1"", ""1e-2""]","[0.1,0.01]",0.2709336675041285,0.02760054365840375,0.2709336675041285,True
poly_d2_o4,minimax,10,point_014,14,"[""1e-1"", ""1e-3""]","[0.1,0.001]",0.27984513847737114,0.04533343959737343,0.27984513847737114,True
poly_d2_o6,war,1,point_002,2,"[""1e-3"", ""1e-3"", ""1e-1""]","[0.001,0.001,0.1]",0.2863932591243225,0.2863932591243225,,False
poly_d2_o6,war,2,point_001,1,"[""1e-3"", ""1e-3"", ""1e-2""]","[0.001,0.001,0.01]",0.2886745378285845,0.2886745378285845,3.4176951021323623,True
poly_d2_o6,war,3,point_000,0,"[""1e-3"", ""1e-3"", ""1e-3""]","[0.001,0.001,0.001]",0.29051456249340113,0.29051456249340113,3.442995056225108,True
poly_d2_o6,realad,1,point_001,1,"[""1e-3"", ""1e-3"", ""1e-2""]","[0.001,0.001,0.01]",3.4176951021323623,0.2886745378285845,3.4176951021323623,True
poly_d2_o6,realad,2,point_000,0,"[""1e-3"", ""1e-3"", ""1e-3""]","[0.001,0.001,0.001]",3.442995056225108,0.29051456249340113,3.442995056225108,True
poly_d2_o6,geomean,1,point_001,1,"[""1e-3"", ""1e-3"", ""1e-2""]","[0.001,0.001,0.01]",0.9932781856293214,0.2886745378285845,3.4176951021323623,True
poly_d2_o6,geomean,2,point_000,0,"[""1e-3"", ""1e-3"", ""1e-3""]","[0.001,0.001,0.001]",1.0001200940018056,0.29051456249340113,3.442995056225108,True
poly_d2_o6,minimax,1,point_001,1,"[""1e-3"", ""1e-3"", ""1e-2""]","[0.001,0.001,0.01]",3.4176951021323623,0.2886745378285845,3.4176951021323623,True
poly_d2_o6,minimax,2,point_000,0,"[""1e-3"", ""1e-3"", ""1e-3""]","[0.001,0.001,0.001]",3.442995056225108,0.29051456249340113,3.442995056225108,True
